id,utterance,logical_form
1839,"take Michael to the kitchen counter
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) "" <location> "" )
"
1840,"How many girls are in the bathroom?
","( say ( count ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) ) )
"
1841,"Robot, serve some cereal in a bowl.
","( pour ( lambda $1 e ( is_a $1 "" cereal "" ) ) ( lambda $1 e ( is_a $1 "" bowl "" ) ) )
"
1842,"Get the shampoo and bring it to me.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1843,"how many men are in the living room
","( say ( count ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) ) )
"
1844,"Go to the kitchen and find the tea.
","( find ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) )
"
1845,"Is there shampoo in the dining room
","( find ( lambda $1 e ( and ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) ) )
"
1846,"Hand me the napkin from the freezer
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
1847,"find the corridor where the beer is
","( find ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) )
"
1848,"How many things are on the bookshelf
","( count ( lambda $1 e ( and ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
1849,"search for the glass in the bathroom
","( find ( lambda $1 e ( and ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) ) )
"
1850,"Get me the mug that is on the stove.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
1851,"Find the shampoo and bring it to me.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1852,"what is the biggest thing on the bar
","( say ( lambda $1 e ( and ( biggest $1 ) ( at $1 "" <location> "" ) ) ) )
"
1853,"Go to the bedroom and find the coke.
","( find ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) )
"
1854,"What is the name of the chairperson?
","( say ( lambda $1 e ( lambda $2 e ( person $2 ) ( name $2 $1 ) ( at $2 "" <room> "" ) ) ) )
"
1855,"Grab the lightest object on the sofa
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( lightest $1 ) ) "" <location> "" )
"
1856,"Bring me the chips from the dresser.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
1857,"go to the nightstand and anwer jamie
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
1858,"Hand me the biggest item in the sink
","( bring ( lambda $1 e ( biggest $1 ) ) "" <location> "" )
"
1859,"Please help jordan find the cupboard
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) "" <location> "" )
"
1860,"Get me the shampoo from the bookshelf
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
1861,"Who is the person in the living room?
","( say ( lambda $1 e ( lambda $2 e ( person $2 ) ( name $2 $1 ) ( at $2 "" <room> "" ) ) ) )
"
1862,"What's the lightest thing on the sofa
","( say ( lambda $1 e ( and ( lightest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
1863,"What's the heaviest thing on the desk
","( say ( lambda $1 e ( and ( heaviest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
1864,"Take the pasta and sit it on the bed.
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
1865,"Go to the kitchen and find the napkin
","( find ( lambda $1 e ( and ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) ) )
"
1866,"go to the kitchen to find the noodles
","( find ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) )
"
1867,"Go to the bathroom and find the items
","( find ( lambda $1 e ( and ( is_a $1 "" <category> "" ) ( at $1 "" <room> "" ) ) ) )
"
1868,"Give me a tray from the dining table.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
1869,"Locate the objects in the dining room
","( find ( lambda $1 e ( and ( is_a $1 "" <category> "" ) ( at $1 "" <room> "" ) ) ) )
"
1870,"Can you come to Peyton and lead them.
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) UNKNOWN )
"
1871,"go to the kitchen and find the noodles
","( find ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) )
"
1872,"Go to the bathroom and find the peach.
","( find ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) )
"
1873,"Put the cereal in the bathroom cabinet
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
1874,"look for three objects in the bathroom
","( find ( lambda $1 e ( is_a $1 "" <category> "" ) ( at $1 "" <room> "" ) ) 3 )
"
1875,"Find the man in the bedroom and answer
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
1876,"what is the lightest thing on the desk
","( say ( lambda $1 e ( and ( lightest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
1877,"Get a bowl and put some cereals in it.
","( pour ( lambda $1 e ( is_a $1 "" cereal "" ) ) ( lambda $1 e ( is_a $1 "" bowl "" ) ) )
"
1878,"Put the small dish on the dining table
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
1879,"On the bar, which item is the largest?
","( say ( lambda $1 e ( and ( biggest $1 ) ( at $1 "" <location> "" ) ) ) )
"
1880,"Follow the objects on the coffee table
","UNKNOWN
"
1881,"Please pour some cereal into the bowl.
","( pour ( lambda $1 e ( is_a $1 "" cereal "" ) ) ( lambda $1 e ( is_a $1 "" bowl "" ) ) )
"
1882,"Please move the milk onto the wardrobe
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
1883,"What's the largest thing on the shower
","( say ( lambda $1 e ( and ( largest $1 ) ( at $1 "" <location> "" ) ) ) )
"
1884,"Go to the corridor and count the girls
","( say ( count ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) ) )
"
1885,"What's the heaviest thing on the sofa?
","( say ( lambda $1 e ( and ( heaviest $1 ) ( at $1 "" <location> "" ) ) ) )
"
1886,"How many objects are on the bookshelf?
","( count ( lambda $1 e ( and ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
1887,"Please meet Morgan to guide her, Robot
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) UNKNOWN )
"
1888,"what is the lightest object on the bar
","( say ( lambda $1 e ( and ( lightest $1 ) ( at $1 "" <location> "" ) ) ) )
"
1889,"how many cokes are left in the freezer
","( say ( count ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) ) )
"
1890,"The tea goes on the dining room table.
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
1891,"Find Morgan in the toilet and lead him.
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) UNKNOWN )
"
1892,"What is the largest object in the sink?
","( say ( lambda $1 e ( and ( biggest $1 ) ( at $1 "" <location> "" ) ) ) )
"
1893,"Can you bring me cookies from the sink?
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
1894,"What pose is the person in the bathroom
","( say ( lambda $1 e ( lambda $2 e ( person $2 ) ( pose $2 $1 ) ( at $2 "" <room> "" ) ) ) )
"
1895,"Go to the bedroom and find three items.
","( find ( lambda $1 e ( is_a $1 "" <category> "" ) ( at $1 "" <room> "" ) ) 3 )
"
1896,"I'd like some cereal in the bowl please
","( pour ( lambda $1 e ( is_a $1 "" cereal "" ) ) ( lambda $1 e ( is_a $1 "" bowl "" ) ) )
"
1897,"Go to the sink, meet a peach, follow it
","UNKNOWN
"
1898,"Please bring Hayden over to the freezer
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) "" <location> "" )
"
1899,"Bring me the biggest things in the sink
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( largest $1 ) ) "" <location> "" )
"
1900,"Take Robin from center table to toilet.
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
1901,"What are the flimsiest items on the bar
","( say ( lambda $1 e ( and ( lightest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
1902,"get the choco flakes out of the freezer
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
1903,"Go look for the things in the bathroom.
","( find ( lambda $1 e ( and ( is_a $1 "" <category> "" ) ( at $1 "" <room> "" ) ) ) )
"
1904,"What's the smalled thing in the fridge?
","( say ( lambda $1 e ( and ( smallest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
1905,"where is the shampoo in the dining room
","( find ( lambda $1 e ( and ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) ) )
"
1906,"Kindly get me the object under the milk
","( bring ( lambda $1 e ( lambda $2 e ( is_a $2 "" <object> "" ) ( below $1 $2 ) ) ) "" <location> "" )
"
1907,"How many females are in the living room
","( say ( count ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) ) )
"
1908,"Tell a joke to the man in the corridor.
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
1909,"Find the woman in the bathroom and joke
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
1910,"bring me the smallest stuff in the sink
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( smallest $1 ) ) "" <location> "" )
"
1911,"Bring me the heaviest item on the chair
","( bring ( lambda $1 e ( heaviest $1 ) ) "" <location> "" )
"
1912,"At the baby chair bring Jordan the soap
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
1913,"give me the pear that is on the dresser
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
1914,"what are the heaviest things in the sink
","( say ( lambda $1 e ( and ( heaviest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
1915,"tell a joke to the woman in the bathroom
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
1916,"I want the choco flakes from the freezer
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
1917,"What is the heaviest thing on the couch?
","( say ( lambda $1 e ( and ( heaviest $1 ) ( at $1 "" <location> "" ) ) ) )
"
1918,"Go to the kitchen and tell Taylor a joke
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
1919,"Tell me the number of trays in the frige
","( say ( count ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) ) )
"
1920,"How many people in the corridor are men?
","( say ( count ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) ) )
"
1921,"The choco flakes need to be given to me.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1922,"Say a joke the person in the living room
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
1923,"Whats the heaviest object in the fridge?
","( say ( lambda $1 e ( and ( heaviest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
1924,"Put the cereal into the bathroom cabinet
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
1925,"I need the larges object from the toilet
","( bring ( lambda $1 e ( largest $1 ) ) "" <location> "" )
"
1926,"Take Hayden from the bar to the cabinet.
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
1927,"Bring the choco flakes to the fireplace.
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
1928,"Get me the largest item from the cuboard
","( bring ( lambda $1 e ( biggest $1 ) ) "" <location> "" )
"
1929,"What is the heaviest object on the desk?
","( say ( lambda $1 e ( and ( heaviest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
1930,"What,s the smallest object in the fridge
","( say ( lambda $1 e ( and ( smallest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
1931,"Tell a person in the dining room a joke.
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
1932,"bring me the choco flakes in the cabinet
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
1933,"Bring me the chips on the dresser please
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
1934,"What objects on the bar weigh the least?
","( say ( lambda $1 e ( and ( lightest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
1935,"Take the small dish to the dining table.
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
1936,"On the bar, which item weighs the least?
","( say ( lambda $1 e ( and ( lightest $1 ) ( at $1 "" <location> "" ) ) ) )
"
1937,"find the apple located in the dining room
","( find ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) )
"
1938,"guide jamie from the cabinet back to here
","( lambda $1 e ( sequence ( follow ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) ( guide $1 "" current "" ) ) )
"
1939,"what is the person in the bathroom doing?
","( say ( lambda $1 e ( lambda $2 e ( person $2 ) ( pose $2 $1 ) ( at $2 "" <room> "" ) ) ) )
"
1940,"Bring me the smallest object from the bar
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( smallest $1 ) ) "" <location> "" )
"
1941,"Go to the living room and look for a box.
","( find ( lambda $1 e ( and ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) ) )
"
1942,"Find Alex and bring the pickles for them.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) )
"
1943,"Locate the toothpaste and bring it to me.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1944,"What is the largest object from the sink?
","( bring ( lambda $1 e ( biggest $1 ) ) "" <location> "" )
"
1945,"Give Hayden the shampoo in the baby chair
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
1946,"what is the heaviest item on the wardrobe
","( say ( lambda $1 e ( and ( heaviest $1 ) ( at $1 "" <location> "" ) ) ) )
"
1947,"bring the apple to the top of the counter
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
1948,"Pick up the tuna fish and bring it to me.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1949,"How many beer are there on the baby chair
","( say ( count ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) ) )
"
1950,"What is the lightest objects on the desk?
","( say ( lambda $1 e ( and ( lightest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
1951,"Go to the living room and find the water.
","( find ( lambda $1 e ( and ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) ) )
"
1952,"Tell a joke to the woman in the bathroom.
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
1953,"Tell a joke to the person in the kitchen.
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
1954,"What's the pose of the person at the bath
","( say ( lambda $1 e ( lambda $2 e ( person $2 ) ( pose $2 $1 ) ( at $2 "" <location> "" ) ) ) )
"
1955,"Take the big dish and give it to Michael.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) )
"
1956,"Which object on the sink is the thinnest?
","( say ( lambda $1 e ( and ( thinnest $1 ) ( at $1 "" <location> "" ) ) ) )
"
1957,"find the three thinnest items on the sofa
","( say ( lambda $1 e ( thinnest $1 3 ) ( at $1 "" <location> "" ) ) )
"
1958,"put the tea spoon on the bathroom cabinet
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
1959,"Bring me the smallest objects in the sink
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( smallest $1 ) ) "" <location> "" )
"
1960,"Say a joke to someone in the living room.
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
1961,"Please find three objects in this bedroom
","( find ( lambda $1 e ( is_a $1 "" <category> "" ) ( at $1 "" <room> "" ) ) 3 )
"
1962,"Meet Morgan at the drawer and escort them
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) UNKNOWN )
"
1963,"What is the heaviest thing on the fridge?
","( say ( lambda $1 e ( and ( heaviest $1 ) ( at $1 "" <location> "" ) ) ) )
"
1964,"What is the biggest object in the shower?
","( say ( lambda $1 e ( and ( largest $1 ) ( at $1 "" <location> "" ) ) ) )
"
1965,"Find someone at the dining room and answer
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
1966,"I need you to meet Morgan and go with them
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) UNKNOWN )
"
1967,"How many sponges are in the cutlery drawer
","( say ( count ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) ) )
"
1968,"Give me the biggest thing on the armchair.
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( biggest $1 ) ) "" <location> "" )
"
1969,"Please bring me cereal from the sofa there
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
1970,"bring napkin to the person in the bathroom
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) ( lambda $1 e ( person $1 ) ( is $1 "" <gesture> "" ) ( at $1 "" <room> "" ) ) )
"
1971,"Get the apple and put it on the side table
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
1972,"go and tell the man on the corridor a joke
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
1973,"What gender is the person in the corridor?
","( say ( lambda $1 e ( lambda $2 e ( person $2 ) ( gender $2 $1 ) ( at $2 "" <room> "" ) ) ) )
"
1974,"get me the largest object from the counter
","( bring ( lambda $1 e ( biggest $1 ) ) "" <location> "" )
"
1975,"How many people are in the girls bathroom?
","( say ( count ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) ) )
"
1976,"go to the bathtub to meet and follow jamie
","( follow ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
1977,"grab the tiniest item off the coffee table
","( bring ( lambda $1 e ( smallest $1 ) ) "" <location> "" )
"
